"ID","nBites","BiteSize_g","ActiveMeal_pcent","BiteOE_sec","TotalOE_min","TotalIntake_g","EatRate","MealDur_min","theta","r","FPM_value","FPM_counts","FPM_counts_gradiant","FPM_convergence","FPM_method","int","linear","quad","Kissileff_value","Kissileff_counts","Kissileff_counts_gradiant","Kissileff_convergence","Kissileff_method"
27,49,1.61750074559872,69.8008742503395,23.1719754324611,19.0339969733665,79.2575365343374,4.16399858869576,27.2689950918114,10.9665210806119,0.156154439358803,239.130603015953,61,NA,0,"FPM_Fit",4.36651926085137,9.53280106344591,-0.259079810655522,359.911226374537,182,NA,0,"Kissileff_Fit"
28,67,1.11166191951649,84.5121988063368,14.6122397689746,16.2232926764875,74.4813486076051,4.59101306330689,19.196391651889,23.8598110212655,0.0749668416844132,297.27405663126,113,NA,0,"FPM_Fit",7.6398898016259,13.815639663651,-0.549208039340283,469.568588812921,170,NA,0,"Kissileff_Fit"
29,47,3.36369179251256,77.362696803686,18.2439136855312,14.4084788078243,158.09351424809,10.9722557361323,18.6245818761812,14.4653969347821,0.216322986584316,364.918055541063,69,NA,0,"FPM_Fit",-3.39240413743769,20.0461458887793,-0.616338657769088,388.686743157661,216,NA,0,"Kissileff_Fit"
30,44,3.38968414711289,71.8667303512255,23.2057765688966,16.9072373710447,149.146102472967,8.82143541252901,23.5258196503667,23.4127989713573,0.0666971142459496,302.419643632955,97,NA,0,"FPM_Fit",9.87018662331188,16.9019967813724,-0.484980303936659,404.296813372659,252,NA,0,"Kissileff_Fit"
31,14,4.61287679737615,47.7866225065812,41.9572995127975,9.57740033747037,64.5802751632661,6.74298587170925,20.0420114147037,9.67380851833173,0.00190551393925488,105.614336378782,57,NA,0,"FPM_Fit",5.005855963297,6.30416502598123,-0.16929434271344,100.21019550519,160,NA,0,"Kissileff_Fit"
32,15,2.66071954232411,94.2425450033745,12.4310678891495,3.18479911498247,39.9107931348617,12.5316516659109,3.37936450556214,77.4227116183308,-1.28586455055374,94.7006586252357,89,NA,0,"FPM_Fit",6.04385342705257,27.7772560096912,-5.25652761850832,67.9711186463688,166,NA,0,"Kissileff_Fit"
33,87,1.85575838816899,78.3235204852665,15.4127322210457,22.308004047826,161.450979770702,7.2373565750019,28.481870975172,33.8072335187234,0.0504386270886146,616.203577748272,89,NA,0,"FPM_Fit",17.067463373292,19.5969362349358,-0.55630858151785,986.696105979681,174,NA,0,"Kissileff_Fit"
34,57,2.05211067832616,88.2840340755249,10.5422926713431,9.9909009270514,116.970308664591,11.7076837733304,11.3167698233006,22.7687102814005,0.219858097436472,293.178942730698,127,NA,0,"FPM_Fit",1.51877487348009,23.6971246826757,-1.22947698838406,300.096807428725,152,NA,0,"Kissileff_Fit"
35,118,2.44639883386338,70.2146574369298,9.03857493206313,17.7379257072087,288.675062395878,16.2744543618514,25.2624257593818,38.6482779297876,0.0103375047156555,975.412765226799,123,NA,0,"FPM_Fit",17.7147852230101,26.6796143304557,-0.672469954138525,1217.18578305632,264,NA,0,"Kissileff_Fit"
36,65,2.64386136933677,61.3572069901397,8.35817091328116,9.01341145267565,171.85098900689,19.0661427040342,14.690061518159,40.4569553250416,0.1537176159057,481.606404950496,111,NA,0,"FPM_Fit",8.71439707958969,32.4467602086268,-1.53379246823489,642.099873694434,168,NA,0,"Kissileff_Fit"
37,32,3.86321684989421,63.6307939824075,23.314662790941,12.4498354182132,123.622939196615,9.92968461380324,19.5657395405994,2.80198691660168,0.285200281237872,258.14553828333,97,NA,0,"FPM_Fit",-7.24432363451402,9.10443011713692,-0.120247096885108,311.936962165251,248,NA,0,"Kissileff_Fit"
38,56,3.31255039784748,91.199821622455,22.8833631283199,21.2262601530324,185.502822279459,8.73930786403547,23.2744535849028,19.3021884105949,0.223526815973028,571.555815871501,75,NA,0,"FPM_Fit",6.95125466964394,21.977102005836,-0.652767173121664,636.873371440241,218,NA,0,"Kissileff_Fit"
39,6,3.48422412993451,72.3467205852022,24.6359690690904,2.65702574257808,20.9053447796071,7.86794965686815,3.67262775850209,1.79477928531601,1.65112449218437,19.7918906714846,73,NA,0,"FPM_Fit",-9.01562960248481,13.9673546875669,-1.62183981476412,19.0071668512826,218,NA,0,"Kissileff_Fit"
40,50,1.82822217966875,80.1996972048438,19.7077727865238,16.2753919211806,91.4111089834376,5.61652274956747,20.2935827545714,7.28159429711506,0.157433819299533,291.802222756963,69,NA,0,"FPM_Fit",-2.63744700253301,9.8033814770898,-0.266556433765464,324.688808472048,216,NA,0,"Kissileff_Fit"
41,63,2.14521519610118,72.516965454513,9.3976752125984,9.858220423105,135.148557354375,13.7092245409347,13.594364244721,32.5656111129605,0.419290806674262,431.522117911679,91,NA,0,"FPM_Fit",6.54591473719037,32.6977967156764,-1.84614839455741,628.960804560878,210,NA,0,"Kissileff_Fit"
42,16,3.22623647730683,90.7162698096146,23.0816887154975,6.23140718510957,51.6197836369093,8.28380847270883,6.86911752234452,19.4760912092981,-0.00284992040814123,88.2648538879369,91,NA,0,"FPM_Fit",4.49860575858248,12.0294212094341,-0.780460626498209,80.1747057514393,140,NA,0,"Kissileff_Fit"
43,78,3.23143336779941,81.4497231075254,15.7466665535933,20.5778564778324,252.051802688354,12.2486908663144,25.2644891753243,31.7184457718855,0.161061633821516,707.556567077972,225,NA,0,"FPM_Fit",10.3672852166335,30.2596834408544,-0.877558427635652,881.520678389064,224,NA,0,"Kissileff_Fit"
44,48,0.599651458483444,68.5881090749937,11.6490615941826,9.33052049933894,28.7832700072053,3.08485148382071,13.6036998616437,6.57961708422283,0.224471593578914,122.853406771778,69,NA,0,"FPM_Fit",1.21896600938758,5.9410576101407,-0.295854222533333,136.954556739329,164,NA,0,"Kissileff_Fit"
45,74,2.10731000389126,89.4956429145953,16.5078953467535,20.2569120582632,155.940940287954,7.69815951411718,22.6345231997429,12.2483807569329,0.118407809729886,595.363955377173,85,NA,0,"FPM_Fit",0.528785549975197,14.0299197751807,-0.316481798296346,559.328869993575,190,NA,0,"Kissileff_Fit"
46,17,2.73633066882883,84.1906050211724,28.0385370433705,7.87947639466948,46.5176213700902,5.9036437245449,9.35909225582586,4.4856060757463,0.320388563010152,92.9062175707797,85,NA,0,"FPM_Fit",2.12344489255294,5.14069846092785,-0.0221530295883744,64.7177982134812,166,NA,0,"Kissileff_Fit"
47,90,2.57855916724843,75.766330927181,14.0555775899587,20.9723992752044,232.070325052359,11.0655114852183,27.6803680718828,18.3034209511654,0.193278894353042,704.636901392474,99,NA,0,"FPM_Fit",-2.7242634621381,24.8937362021673,-0.643397428738689,933.246223593339,378,NA,0,"Kissileff_Fit"
48,28,5.39708055485572,96.4515621691356,30.3322186234439,14.0278264692368,151.11825553596,10.7727491402438,14.5439080028977,30.5854252191001,0.363084982680793,228.466147008868,81,NA,0,"FPM_Fit",8.71747500323697,30.1409748118456,-1.46481875734963,303.3651535587,184,NA,0,"Kissileff_Fit"
49,63,2.97703767085185,90.3915034991368,22.7678448690062,23.9247474171467,187.553373263666,7.83930421473326,26.4679162211027,18.4344663403006,0.0636470006023526,574.584332479124,129,NA,0,"FPM_Fit",5.89077338038679,16.1641597067033,-0.359583779175852,551.879023435728,278,NA,0,"Kissileff_Fit"
50,78,1.74862591015709,78.3785027590752,15.5293838751841,20.1516419224061,136.392820992253,6.76832297424865,25.7106747552316,11.2256969155577,0.168911565624664,359.694044312163,69,NA,0,"FPM_Fit",-1.82956946118721,14.4672803535868,-0.370965705122111,504.167274664297,218,NA,0,"Kissileff_Fit"
51,70,4.24333989809968,78.04825309909,12.7089036319098,14.8348043029874,297.033792866978,20.0227644935743,19.0072214481894,109.395186292235,-0.15820087170518,638.549774027794,103,NA,0,"FPM_Fit",41.203312390745,44.957960983141,-1.82232958563099,986.344236831386,340,NA,0,"Kissileff_Fit"
52,66,1.51166040154019,79.9950658455164,19.8924033125945,21.785706596595,99.7695865016528,4.57958919345983,27.2338129437468,11.0173794809042,0.0225777771565937,370.109785438637,63,NA,0,"FPM_Fit",5.79773309183677,8.06505615846182,-0.178660628926399,371.959466394384,190,NA,0,"Kissileff_Fit"
53,115,3.8374759866037,97.7074883318395,9.68672765045572,18.4953073722004,441.309738459426,23.8606328393732,18.9292629336511,76.4953719161736,0.0253630921133971,1284.93496327929,109,NA,0,"FPM_Fit",25.4788778477029,54.0068302695034,-1.78927620050272,1387.17482478663,250,NA,0,"Kissileff_Fit"
54,69,1.43771757581849,71.4486487693168,10.7599882143327,12.3529238644667,99.2025127314761,8.03069085666696,17.289233704545,16.837208842042,0.219709129623379,318.608814641568,91,NA,0,"FPM_Fit",3.32103728008562,16.6508254498345,-0.686018161069216,464.95464607575,198,NA,0,"Kissileff_Fit"
55,17,0.480551436025851,72.7439652889601,29.578992519035,8.60684769304272,8.16937441243947,0.949171485751179,11.8316999339448,2.85698045820874,-0.276815698684483,41.6769060327036,73,NA,0,"FPM_Fit",1.8813634411114,0.360577677051425,0.0156971110346377,41.6769072076274,164,NA,0,"Kissileff_Fit"
56,89,1.22876045079137,79.4064136697971,9.65352234004351,14.2768002197768,109.359680120432,7.65995730394423,17.9794043830582,13.489549500088,0.404013173436701,351.773687691482,79,NA,0,"FPM_Fit",-1.25194145148158,20.1670576759112,-0.820938629687599,633.914783654937,180,NA,0,"Kissileff_Fit"
57,48,0.622879993920987,89.801399590168,16.587837982016,13.2975933313124,29.8982397082074,2.24839480071966,14.8077796025446,6.16638229448102,0.0598518354545149,117.675970761868,81,NA,0,"FPM_Fit",1.65523811946977,4.61938229229889,-0.197930352273919,157.758131841896,200,NA,0,"Kissileff_Fit"
58,9,2.75903820552317,64.8008237704623,17.1362108353481,2.42793346043781,24.8313438497086,10.2273576497566,3.74676326498262,23.3442828856872,0.726658540785355,27.0304130209962,91,NA,0,"FPM_Fit",2.07397015950903,17.6756933996449,-3.12608008580261,35.2199916107941,142,NA,0,"Kissileff_Fit"
59,90,1.48247812981216,72.444804592651,6.68241194640968,10.0790440232492,133.423031683094,13.237667319969,13.9127216643381,45.415205811847,0.446244226464616,370.139961043741,105,NA,0,"FPM_Fit",11.019235031059,36.3261123904419,-2.08606968123285,939.433368558151,152,NA,0,"Kissileff_Fit"
60,81,2.02672484797171,90.4645876239595,6.63384719212466,8.93866677901186,164.164712685708,18.3656821251207,9.88084621152295,42.0816636982268,0.528836038253129,587.278400545414,97,NA,0,"FPM_Fit",3.76993125992274,48.917555277027,-3.48778322881846,749.12784411278,196,NA,0,"Kissileff_Fit"
61,85,2.17186974922904,65.2998243527424,12.0990887480043,17.1526425743942,184.608928684468,10.7627106367887,26.2675171708542,13.6726736127931,0.115086459145646,748.149457310837,77,NA,0,"FPM_Fit",-1.89986236885447,16.3550937722564,-0.359982412746833,712.015719908703,164,NA,0,"Kissileff_Fit"
62,78,0.373152050357603,75.4506360151658,6.63658449887571,8.67838093634768,29.105859927893,3.35383525353086,11.5020646540386,7.13293427580295,0.212209542536053,191.568574013803,101,NA,0,"FPM_Fit",0.515785888008941,6.73631303694259,-0.399643953600734,244.250460159881,180,NA,0,"Kissileff_Fit"
63,57,3.49076357468061,87.5748607026177,23.4226090711028,22.2704223698619,198.973523756795,8.93442973160946,25.4301544886114,20.2154816545687,0.165560623774509,473.803682124592,93,NA,0,"FPM_Fit",2.49921887396894,22.4513722166259,-0.618572978472848,584.249911865631,178,NA,0,"Kissileff_Fit"
64,56,0.249290713165429,69.819653233516,19.4553391586343,18.198618854607,13.960279937264,0.767106561700972,26.065180807674,1.74089176938564,-0.0605709233545375,137.288631961924,83,NA,0,"FPM_Fit",0.930749122615283,0.767722198220937,-0.00757492442944724,137.28863149679,265,NA,0,"Kissileff_Fit"
65,32,2.79756679311084,86.3447505455093,38.6943987332851,20.4257125044534,89.5221373795469,4.38281589247025,23.6559980489929,9.80483875101218,0.138267300517578,171.410704938279,67,NA,0,"FPM_Fit",2.16287386660489,9.9516373999135,-0.275768842455398,214.372581296507,154,NA,0,"Kissileff_Fit"
66,51,2.50527052434334,50.1022359985928,10.9326810706808,9.22312905245086,127.76879674151,13.8530856518329,18.4086176367656,31.2545371636594,0.0285188588442407,353.857711901075,91,NA,0,"FPM_Fit",11.9563205529285,18.8569704529933,-0.716615893421417,465.044003345758,208,NA,0,"Kissileff_Fit"
67,34,1.75144891609536,55.901680519743,17.2236709865514,9.78263021296743,59.5492631472424,6.0872446214216,17.4997068460446,8.37343186555989,0.0610346468625863,127.725288622187,69,NA,0,"FPM_Fit",2.13341933633162,7.02727432116156,-0.225632072347506,157.753917825585,242,NA,0,"Kissileff_Fit"
68,60,4.65217355593094,76.2543582954252,18.1199119148392,18.2056777144288,279.130413355857,15.3320528757154,23.8749339990459,31.9406985769167,0.0364386779724055,518.428601175007,93,NA,0,"FPM_Fit",12.3875226457267,25.2556438130075,-0.624651889834177,580.073096313638,200,NA,0,"Kissileff_Fit"
69,15,0.566444677505906,53.5006381634423,13.5037191483231,3.38785381711941,8.49667016258858,2.50798016126122,6.33236150710885,4.2217281471203,-0.0566266819281738,36.7737406036197,69,NA,0,"FPM_Fit",-0.549008829112781,3.76514299847103,-0.389998883252149,36.7737411180413,118,NA,0,"Kissileff_Fit"
70,53,1.25972129603916,69.1443066462652,18.3468129420586,16.2996517706782,66.7652286900755,4.09611380840545,23.5733823379928,4.20838024224114,0.223707476432575,278.362893868556,79,NA,0,"FPM_Fit",-3.44990894875241,7.3122930423411,-0.187824142109359,309.059877583684,192,NA,0,"Kissileff_Fit"
71,25,3.1574529720518,74.5511650155128,35.745182627273,15.1783724381955,78.936324301295,5.20057895684893,20.3596716899556,10.1600303841092,0.060675464350734,126.490999275427,59,NA,0,"FPM_Fit",2.31321421391481,8.62942704888382,-0.250387866273352,158.644675595707,146,NA,0,"Kissileff_Fit"
72,50,1.68257158201081,78.0313767614294,17.9544051012471,15.0349105213786,84.1285791005404,5.59554903774887,19.2677755351489,20.9688823283178,0.127822367691703,179.536902573266,85,NA,0,"FPM_Fit",7.68309740796495,13.9822487773668,-0.549044830119581,402.534063584473,236,NA,0,"Kissileff_Fit"
73,88,2.8649264456383,77.7157514740228,12.0435064404889,17.6476025768702,252.11352721617,14.285993019052,22.707883848706,37.5531558789129,0.171424800062572,765.324773868628,133,NA,0,"FPM_Fit",8.46999627868679,35.0637057849768,-1.18703969429934,1062.16248417743,270,NA,0,"Kissileff_Fit"
74,27,0.5208885505648,56.9677145787037,24.9469752814017,11.3638614780995,14.0639908652496,1.23760667906361,19.9478977911247,4.73557137443299,-0.076426418508072,66.1927338338246,65,NA,0,"FPM_Fit",1.5210523748952,2.25620342486394,-0.0828920048839805,70.0522328098488,194,NA,0,"Kissileff_Fit"
75,58,0.878857820280367,78.8480926823922,3.60323210985103,3.45606218034506,50.9737535762613,14.7490846276302,4.38319059189727,22.5996604291869,0.732223327250637,149.175167631405,77,NA,0,"FPM_Fit",-0.566115643850454,27.419374887593,-3.68076968145009,160.669540983548,164,NA,0,"Kissileff_Fit"
76,82,0.842243282428858,81.3599892960988,9.36921060652255,12.8787344846881,69.0639491591664,5.3626347558666,15.8293217539861,16.4648640940978,0.204879767031992,249.233988174484,85,NA,0,"FPM_Fit",3.97341715780276,13.5339780250229,-0.633240218272073,490.537112286707,200,NA,0,"Kissileff_Fit"
77,39,0.926120003088342,74.5065689370793,24.2900423234901,15.7397145449849,36.1186801204453,2.2947481046887,21.125270925141,3.64021243900994,0.247374611110905,95.6117292592881,71,NA,0,"FPM_Fit",-1.37564168398454,5.11985331421882,-0.164671100864059,131.823957469838,192,NA,0,"Kissileff_Fit"
78,75,2.69120783393131,98.5243515968003,13.971183574396,17.4918242358901,201.840587544848,11.5391387898072,17.753808020451,14.8234378989032,0.294707109600884,651.699331787627,145,NA,0,"FPM_Fit",-21.5785181117634,30.1795455890396,-1.01888669443931,660.947665186518,226,NA,0,"Kissileff_Fit"
79,86,0.929660858566639,78.3807543383605,13.8331585126642,19.8922973485739,79.950833836731,4.0191855387916,25.3790583115611,11.8420700433413,0.116157372433727,380.121057818073,71,NA,0,"FPM_Fit",4.15536274380582,9.80121244591857,-0.297091245976549,628.202922074499,212,NA,0,"Kissileff_Fit"
80,34,1.83124590461217,96.3839155679565,21.2462623718514,11.97168967771,62.2623607568137,5.20079975617305,12.4208376544624,5.42701964146983,0.448270322406824,169.533518192186,119,NA,0,"FPM_Fit",-2.69116539035706,11.2025490737081,-0.461247278792009,208.819632095241,176,NA,0,"Kissileff_Fit"
81,29,2.16025389199176,54.4033901522046,29.0351048453277,14.121459542355,62.6473628677611,4.43632350323708,25.956947724852,7.15018245054963,-0.0351100409002878,155.377836818133,71,NA,0,"FPM_Fit",6.16336457455062,3.84708009194841,-0.0700029587212998,154.269942712002,226,NA,0,"Kissileff_Fit"
82,69,1.80470171268157,88.9656696173535,14.8793338726495,17.0272545706357,124.524418175028,7.31324111344269,19.1391293336755,20.1689624347806,0.0940599529624796,429.372059991754,127,NA,0,"FPM_Fit",5.04706322456727,16.8401501391689,-0.593685846396391,547.394867718272,186,NA,0,"Kissileff_Fit"
83,77,1.82420315056312,84.5367203608578,12.4080043634955,15.8881150340334,140.46364259336,8.84079969791745,18.7943357232367,21.5604591763144,0.0974048132551243,529.971676896264,91,NA,0,"FPM_Fit",5.84646769719842,18.48447765047,-0.639083343727425,575.159351670446,188,NA,0,"Kissileff_Fit"
84,83,0.361288315086566,66.6394827760477,14.1274994527348,19.4307869235273,29.9869301521849,1.54326895097985,29.1580698320056,4.25983224745323,0.108057868795731,203.481367116095,81,NA,0,"FPM_Fit",1.8346520262878,3.19370686609463,-0.0815802165029033,264.365171938399,242,NA,0,"Kissileff_Fit"
85,131,0.895545205222686,82.7747286269526,8.09177017872316,17.6508597007335,117.316421884172,6.64649903025951,21.3239716922323,15.7022853811443,0.0720671634957144,647.827823157601,91,NA,0,"FPM_Fit",4.253927537125,13.3024543515814,-0.401150404710154,898.305706847892,208,NA,0,"Kissileff_Fit"
86,60,1.38690413668009,66.2228198882046,11.1964148585426,11.123693118091,83.2142482008055,7.48081121237247,16.7973715659793,16.5259236362874,0.0314184144267711,328.295235959861,81,NA,0,"FPM_Fit",6.30786120710378,11.1784595248221,-0.407359737309431,283.988853391054,156,NA,0,"Kissileff_Fit"
87,69,2.25430030935171,90.4040698191511,16.7053467328276,19.130417616516,155.546721345268,8.13085863901781,21.1610137185035,11.0154864684114,0.281550047053012,430.664549302468,83,NA,0,"FPM_Fit",-8.75977420002728,20.3224469826784,-0.610603457154046,549.901930787078,356,NA,0,"Kissileff_Fit"
88,65,1.42293113007352,94.4986926539638,24.7812533652147,27.0226410486856,92.4905234547786,3.42270480846569,28.5957829571647,8.37115206050435,0.0202147083064105,457.134194798155,71,NA,0,"FPM_Fit",5.679087342713,6.13625835010462,-0.111710989862643,406.12856247661,238,NA,0,"Kissileff_Fit"
89,8,3.18473503324302,71.1511193121428,35.9329593721657,4.57024259966695,25.4778802659442,5.57473256842007,6.4232898144822,7.50412371254089,0.801208776476165,32.8286949165785,61,NA,0,"FPM_Fit",-2.75344605620686,12.8404993137858,-1.35683780808297,29.1360500012893,180,NA,0,"Kissileff_Fit"
90,32,1.35710205931898,64.3302399172944,19.4543369066899,10.222778602616,43.4272658982075,4.24808827289819,15.8910935444339,5.71730846759738,0.228479809659191,118.855844278134,99,NA,0,"FPM_Fit",0.551385959415201,6.58526501641055,-0.250951133558725,136.73362446727,252,NA,0,"Kissileff_Fit"
91,71,1.61464799812665,79.5963461741957,14.8504109116088,17.6265414832778,114.640007866992,6.50382878432224,22.1449128389666,20.7970616308758,-0.0203176151181413,544.744837800118,79,NA,0,"FPM_Fit",9.85581106831134,12.0848371038478,-0.339136180354716,517.440729712225,132,NA,0,"Kissileff_Fit"
